nN,nO,AATS6dv,AATS0v,ATSC5d,GATS4Z,GATS5v,C1SP2,Xp-3dv,NtsC,SssssC,IC1,PEOE_VSA3,SMR_VSA4,n6ARing,GGI7,label
0,4,3.396551724137931,225.93662982440836,-4.60546875,1.122388983444221,0.9995820091451781,1,3.4225675110484373,0,-0.6292146164021166,3.4834585933443494,4.794537184071822,0.0,1,0.21180555555555555,inactive
2,0,1.8383838383838385,209.4537690505373,1.032592592592592,0.9993492842126335,0.8479674413771164,0,4.3447021091364215,0,0.0,2.9770893994008794,4.39041504767482,0.0,1,0.2534722222222222,active
1,1,2.111111111111111,212.73347847385807,4.660726219648027,1.0360529628518071,0.8380034866151321,0,7.2770623104601,0,0.0,2.8541423175416107,0.0,5.917906046161393,2,0.3871527777777778,active
3,9,4.853932584269663,227.81222847334283,-11.022093170054283,0.9040566275738184,0.9956977391715376,5,8.113204727559417,0,0.0,3.8810200345490147,18.36990446349328,5.917906046161393,0,1.125,active
3,9,4.635738831615121,223.64902226684092,-9.008310249307481,0.9462342282575698,1.0435426633714724,5,8.461498910106368,0,0.0,3.8270682480638607,18.369904463493285,5.917906046161393,0,1.21875,active
0,10,7.449367088607595,256.25454692347796,3.8515625,0.8694179605145232,0.9366908258384028,0,6.904470724533617,0,0.0,3.2456573285181998,0.0,0.0,0,0.9496527777777778,inactive
3,1,2.0845410628019323,239.75925346044093,-1.1003915984336048,0.9917707999771628,0.9599292230557378,1,8.78912012213689,0,0.006255404639919471,3.462677880771314,0.0,0.0,2,0.33074688208616776,inactive
2,3,3.401904761904762,244.09726539784754,-21.480455524776858,1.297120894967877,1.1029777861968055,0,7.63318742339228,0,0.0,2.806893031208188,8.417796984328938,0.0,0,0.640625,inactive
0,6,6.730769230769231,256.83663330114155,-4.397502601456816,0.8603145235892695,0.9855585853693394,0,3.0648462922946016,0,0.0,2.872605180935881,0.0,0.0,0,0.2829861111111111,inactive
5,1,6.0062893081761,265.2445718437033,-9.712802768166085,1.1390404921322603,0.9319496214735213,3,6.63685758496537,1,0.0,3.8519364428673004,9.374393568622029,0.0,0,0.4670138888888889,inactive
1,2,1.0611111111111111,213.26050165412065,-7.0,1.7411031276415891,1.2380525160883378,1,2.637522618885739,0,0.0,2.889246428509158,0.0,0.0,0,0.0625,inactive
1,1,0.9393939393939394,194.81023931383757,-2.435763888888889,0.7743955749843876,1.1629359236370318,0,1.494017840847124,0,0.0,3.188721875540867,0.0,5.733667477162185,0,0.0,inactive
0,3,4.105263157894737,226.2445605618293,1.6378772112382929,0.9096012042966856,0.7009381157421227,1,2.3361341141739,0,0.0,3.176150649781593,4.794537184071822,0.0,0,0.16493055555555555,inactive
1,1,2.21875,221.83997238574653,1.1559183673469384,1.1524521325601973,1.0098179819914237,0,3.353669769818848,0,0.0,2.8284451594312285,0.0,0.0,0,0.14675453514739226,inactive
4,2,3.9886363636363638,215.67450547942943,0.48030783159800955,0.9217988757026857,0.9012633818790544,1,3.8975612060426683,0,0.0,3.4775056826822826,0.0,5.917906046161393,0,0.4436649659863945,active
3,0,7.933333333333334,261.4400331844439,-0.5153061224489798,1.3138041802295701,1.0982179657498161,2,3.44725646879652,0,0.0,3.408738512817241,14.358372089569237,0.0,0,0.23093820861678,active
3,1,7.3842592592592595,299.55917647663114,-0.203125,1.3315857351127063,1.3232622941580203,1,4.39441354421371,0,0.0,3.751629167387822,4.9839785209472085,0.0,0,0.08418367346938777,active
1,4,2.802556077203964,227.9020395320832,3.041322314049589,0.8443056709651591,0.9510370938969165,0,8.02437759052555,0,0.0,3.671216869688842,8.417796984328938,5.917906046161393,1,0.5581420068027212,active
2,6,2.8115942028985508,203.93705349953754,-0.41485864562787605,1.0775557588123552,0.9971279177515963,0,9.422146093253952,0,0.0,3.60252306143628,13.212334168400758,5.917906046161393,1,0.7925524376417233,active
4,5,3.626344086021505,210.98309221531898,0.053564013840833063,1.083965937261213,0.9399592307026845,2,9.579802087956022,0,0.0,3.6115366723687203,8.417796984328938,0.0,0,1.064200680272109,inactive
0,5,3.585858585858586,221.601134242674,-4.462809917355373,1.1662625612813062,0.9304087743043199,2,4.360448820906488,0,-0.6811179610733182,3.363681632079011,9.589074368143644,0.0,1,0.41145833333333337,inactive
0,8,8.576271186440678,254.3853692807305,-0.8429752066115704,0.9356003505696758,1.0470651802787745,0,3.2672232381825697,0,0.0,2.8316804827325783,0.0,0.0,0,0.3385416666666667,inactive
5,8,3.3558685446009395,208.90918252507538,1.0973095120401102,1.005939813159082,0.8728339828105802,4,11.539470011534132,0,0.0,3.629278871875618,8.417796984328938,17.75371813848418,0,1.4878472222222223,active
5,8,3.444139194139194,210.45709333489867,-5.149176954732515,0.9158059834068024,0.8934539242102688,4,11.669372399388168,0,0.0,3.7871011313687344,8.417796984328938,11.835812092322787,0,1.6753472222222223,active
5,8,3.7529313232830823,216.60102676328322,-2.241587901701316,0.9134321110160778,0.8754773806852056,4,12.563442773817982,0,0.0,3.772109681019675,8.417796984328938,11.835812092322787,0,1.7222222222222223,active
4,7,3.72879684418146,208.73107696715192,-1.3496652141566565,0.9319984443992576,0.8943781722532255,3,9.870258121829306,0,0.0,3.70240098624938,8.417796984328938,17.75371813848418,0,1.2847222222222223,inactive
4,7,3.8717139852786544,213.52115106795637,0.5971074380165323,0.9768841346413232,0.9048562594051376,3,9.432116542398177,0,0.0,3.7631806788915023,8.417796984328938,11.835812092322787,0,1.2222222222222223,inactive
4,8,3.7969348659003828,207.41573894444832,1.843642780119592,0.9488504745087639,0.9081711705843065,3,10.186487590157228,0,0.0,3.7804693915463665,8.417796984328938,17.75371813848418,0,1.3958333333333333,inactive
4,8,3.347784200385356,197.4060641700315,-1.6704000000000006,0.9260622776233919,0.9296748871226165,3,9.677542172136327,0,0.0,3.644034678706707,8.417796984328938,17.75371813848418,0,1.328125,inactive
4,9,3.6797979797979794,198.6868653403706,-1.0870470637234442,0.9180623562040516,0.9042863993395325,3,9.265500450785286,0,0.0,3.684015018041213,8.417796984328938,17.75371813848418,0,1.328125,inactive
3,8,2.658333333333333,194.3112658138212,-8.370722971062309,0.927244834874237,0.9665856198240512,2,9.836227696941302,0,0.0,3.5461519033745224,8.417796984328938,17.75371813848418,0,1.046875,inactive
10,8,3.9750889679715304,205.34747853284736,-13.681440443213294,0.9801091260147909,0.9634347053902406,7,7.639228831354422,0,-2.2020156195092473,3.9654375317328414,4.794537184071822,17.56947956948497,0,1.3229166666666667,active
10,8,3.9157894736842107,204.01729440032344,-11.693877551020407,1.0175522483778483,0.9198713482305377,7,7.9699146257364015,0,-2.1519282234397084,3.944247853392089,4.794537184071822,17.56947956948497,0,1.3142361111111112,active
10,8,3.9157894736842107,204.01729440032344,-11.693877551020407,1.0175522483778483,0.9198713482305377,7,7.9699146257364015,0,-2.1519282234397084,3.944247853392089,4.794537184071822,17.56947956948497,0,1.3142361111111112,inactive
10,8,4.009933774834437,204.93035434894327,-7.795847750865048,0.9915076401938488,0.9221533600786453,7,9.225902515288313,0,-2.1950634590154205,3.910518122407981,4.794537184071822,17.56947956948497,1,1.3350694444444444,active
10,8,4.380471380471381,212.62512213950015,-7.619761630142256,1.046659058360186,0.9074315180650275,7,8.638648456929294,0,-2.170403733979127,3.9569538132055757,4.794537184071822,11.651573523323577,0,1.4201388888888888,inactive
10,8,4.380471380471381,212.62512213950015,-7.619761630142256,1.046659058360186,0.9074315180650275,7,8.638648456929294,0,-2.170403733979127,3.9569538132055757,4.794537184071822,11.651573523323577,0,1.4201388888888888,inactive
10,8,3.86734693877551,202.76613110735528,-11.005391628271736,1.0291038732917985,0.9151309537083993,7,8.202350059644374,0,-2.1487602856442454,3.9000997068334593,4.794537184071822,11.651573523323577,0,1.2829861111111112,inactive
10,8,3.8181818181818183,202.76613110735528,-11.698460935202428,0.9842026051187157,0.9248151836210888,7,8.063104170410904,0,-2.152215864156642,3.9160367412338237,4.794537184071822,17.569479569484972,0,1.3454861111111112,inactive
10,8,3.797945205479452,202.7661311073553,-11.32869326536614,1.002803446205089,0.9130545818792858,7,8.279447386382126,0,-2.1310309423706957,3.950786988801417,4.794537184071822,17.56947956948497,0,1.3142361111111112,inactive
10,8,3.9157894736842107,204.01729440032344,-11.693877551020407,1.0175522483778483,0.9198713482305377,7,7.9699146257364015,0,-2.1519282234397084,3.944247853392089,4.794537184071822,17.56947956948497,0,1.3142361111111112,inactive
6,7,3.4220532319391634,197.3298195371642,-8.404057480980555,1.0415255787283053,0.8878120157973795,5,7.192881202365402,0,-2.1072182074997654,3.6884536724718933,4.794537184071822,23.303147046647155,0,1.1579861111111112,inactive
9,9,4.168421052631579,205.52255371694272,-8.226060155170577,0.9873262274053288,0.9172788137560512,7,7.95500124352727,0,-2.169838234184009,3.961047506131911,4.794537184071822,11.835812092322787,0,1.4366850907029476,inactive
9,9,4.168421052631579,205.52255371694272,-8.226060155170577,0.9873262274053288,0.9172788137560512,7,7.95500124352727,0,-2.169838234184009,3.961047506131911,4.794537184071822,11.835812092322787,0,1.4366850907029476,inactive
10,8,3.7866666666666666,199.47426441206846,-14.133848899464608,0.9731927710843372,0.9949373434977943,7,6.10407136745505,0,0.0,3.914823193352252,4.794537184071822,17.56947956948497,0,0.9461805555555556,active
10,8,3.92018779342723,200.90133279972693,-11.061849062650216,1.0164378240612901,0.9905998119369532,7,6.010881822780548,0,0.0,3.919323050499749,4.794537184071822,17.56947956948497,0,0.8524305555555556,inactive
6,7,3.1330049261083746,190.9361121125315,-11.244800000000003,0.9923958001909002,0.9608223926216548,5,5.327037944084051,0,0.0,3.6267051505482613,4.794537184071822,23.303147046647155,0,0.7899305555555556,inactive
5,8,3.2338308457711444,192.73244956421087,-12.0,0.9830716095337445,0.9706339439397449,5,5.269800398654813,0,0.0,3.6767077169456805,4.794537184071822,17.56947956948497,0,0.7899305555555556,inactive
10,8,3.7866666666666666,199.47426441206846,-14.133848899464608,0.9731927710843372,0.9949373434977943,7,6.10407136745505,0,0.0,3.914823193352252,4.794537184071822,17.56947956948497,0,0.9461805555555556,inactive
9,9,4.258215962441315,202.73330962166887,-7.523668639053252,0.9807027337323034,0.9875757418075823,7,5.995968440571416,0,0.0,3.943904518567359,4.794537184071822,11.835812092322787,0,0.9748795351473922,inactive
10,7,3.497737556561086,199.2654185780896,-14.08641975308642,0.9579238797488527,1.0140798458883646,7,5.99929200986561,0,0.0,3.8168738639851365,4.794537184071822,17.56947956948497,0,0.7621527777777778,active
10,7,3.497737556561086,199.2654185780896,-14.08641975308642,0.9579238797488527,1.0140798458883646,7,5.99929200986561,0,0.0,3.8168738639851365,4.794537184071822,17.56947956948497,0,0.7621527777777778,inactive
9,8,3.823529411764706,201.0311470517125,-10.5078125,0.920845757657902,1.0105837724927034,7,5.984378627656478,0,0.0,3.8735425666975445,4.794537184071822,11.835812092322787,0,0.8846017573696145,inactive
9,7,3.575268817204301,187.89923084122964,-11.771410034602075,0.9667903171901524,1.008400171998497,6,4.709422649822865,0,0.0,3.546139312566887,4.794537184071822,17.56947956948497,0,0.75,inactive
9,8,3.823529411764706,201.0311470517125,-10.5078125,0.920845757657902,1.0105837724927034,7,5.984378627656478,0,0.0,3.8735425666975445,4.794537184071822,11.835812092322787,0,0.8846017573696145,inactive
8,5,3.1946308724832213,187.2821498710627,-11.458294859956913,0.9150588895915872,1.0088963244680538,5,3.936326433659091,0,0.0,3.4248511389540766,4.794537184071822,17.56947956948497,0,0.5,inactive
0,3,6.529411764705882,274.7180358360639,-0.2300000000000013,1.2124624624624625,1.0221036979100038,2,2.194359921909134,0,0.0,2.6659573209491754,4.794537184071822,0.0,0,0.040816326530612235,inactive
5,2,5.717741935483871,239.99486728110534,-2.0574920778632864,1.0865952380952386,0.9678802665941343,3,5.003556805128881,0,-1.4273886290627362,3.92947097066479,19.350776822204907,10.726072209797854,0,0.7952097505668934,active
4,1,3.0856334041047417,219.7161593415734,-2.509999999999998,0.7451938985427866,0.9471712960651681,1,6.67193831316589,0,0.0,3.480226906333895,0.0,0.0,0,0.5260770975056689,inactive
1,3,2.127659574468085,216.29369537697795,-8.333223140495868,0.9959252157238735,0.9522457685801379,0,5.844693314924665,0,0.0,3.2519598096702085,0.0,5.917906046161393,1,0.2977607709750567,active
0,5,4.8686868686868685,222.07606664662862,-1.140625,0.6942275042444822,0.697668457871325,2,3.8388016958652433,0,0.0,3.246115365169273,4.794537184071822,0.0,0,0.6015447845804989,inactive
0,7,5.627586206896551,222.6006092704815,-9.382877526753862,0.730617693563856,0.8913100311821076,0,5.477588105696215,0,-1.6449992943113887,3.579722969482441,0.0,0.0,1,1.21875,inactive
1,4,2.5675675675675675,209.2009639443506,0.19790704832256018,1.0528441995142908,0.9342090097057968,0,7.220054994553548,0,0.0,3.4501963733204413,8.417796984328938,5.917906046161393,1,0.4826388888888889,inactive
1,3,2.4948257080610023,214.24748453446247,-0.7920661157024794,0.778774674877612,0.958993124030384,0,5.855794393565675,0,0.0,3.506514141944085,0.0,5.917906046161393,1,0.4045138888888889,inactive
1,3,2.4489795918367347,209.0725744261362,0.04846938775510225,1.0558690779295137,0.9342853324635135,0,7.126539351609118,0,0.0,3.25606585859177,8.417796984328938,5.917906046161393,1,0.4270833333333333,inactive
1,3,2.516754850088183,221.07837296717994,1.3877551020408168,0.6828279789191103,0.9537595367185914,0,7.66599492858268,0,0.0,3.417827466198228,8.417796984328938,5.917906046161393,1,0.5434027777777778,active
1,4,2.3689138576779025,202.75012297972054,-2.7401285583103756,1.0633097354713759,0.9895259439476586,0,7.6550145698291905,0,0.0,3.353391395893378,8.417796984328938,5.917906046161393,1,0.6024305555555556,inactive
1,4,2.257495590828924,200.97380445322824,-0.22495274102079646,1.0428036624419288,1.0135370835121509,0,7.892298393097463,0,0.0,3.309439673291544,8.417796984328938,5.917906046161393,1,0.6180555555555555,inactive
1,4,2.5156876621844777,218.04106756229376,2.3944444444444444,0.7903713320434287,1.0370098318703425,0,8.119627844797066,0,0.0,3.535281890786454,8.417796984328938,5.917906046161393,1,0.5989583333333333,inactive
1,4,2.6959349593495934,213.16794677082285,2.7650591105273032,1.0468964619340557,0.976957864437534,0,8.904680311015682,0,0.0,3.399972564309349,8.417796984328938,5.917906046161393,1,0.7517361111111112,inactive
1,5,2.5223577235772354,206.9922969246481,1.2491265788766466,1.0586863616807691,0.975969877926532,0,7.597965497036985,0,0.0,3.5291567095511294,8.417796984328938,5.917906046161393,1,0.6302083333333334,inactive
1,5,2.4412878787878785,204.87835160960503,-0.865966796875,1.0511653908303003,0.991506970471076,0,7.808762428787644,0,0.0,3.4974163746720235,8.417796984328938,5.917906046161393,1,0.6302083333333334,active
1,4,2.245614035087719,200.97380445322824,-2.4480151228733473,1.0558929606327492,0.9726300662559821,0,8.227289115802568,0,0.0,3.3485270804102907,8.417796984328938,5.917906046161393,1,0.6579861111111112,active
1,4,2.226449275362319,202.75012297972054,-2.800045913682277,1.0611197412212383,1.0064170099071572,0,7.946959029912657,0,0.0,3.3753901624593925,8.417796984328938,5.917906046161393,1,0.6302083333333334,active
1,4,2.335271317829457,204.6956146992122,0.36986646510456017,1.0869088700998402,0.9844211613746826,0,7.808522303143819,0,0.0,3.372521488574817,8.417796984328938,5.917906046161393,1,0.6302083333333333,active
1,4,2.6348848848848845,220.99613444081461,1.5290858725761778,0.8086766822122812,0.9540792567674423,0,7.930964601806369,0,0.0,3.602775866148398,8.417796984328938,5.917906046161393,1,0.5989583333333334,inactive
2,5,2.662037037037037,218.69952578287382,-2.06982421875,0.8182234245962329,0.9986389330392368,0,8.306493091596785,0,0.0,3.7453668392293142,13.212334168400758,5.917906046161393,1,0.626736111111111,active
2,2,2.8859060402684564,204.6645463265656,-5.0573979591836755,0.8645013123359581,1.032444990501487,1,4.531383717925814,0,0.0,3.537417307112398,8.78083009534964,0.0,0,0.421875,inactive
1,4,2.969596462133775,228.24587749891347,6.7600000000000025,0.8260609911157738,0.9377477389492633,0,5.809976490831606,0,0.0,3.8138801593076015,8.417796984328938,11.651573523323577,1,0.3402777777777778,inactive
1,4,3.1183301946013806,232.07763523526796,6.40625,0.8341557479579073,0.9088239082215062,0,7.156084170078779,0,0.0,3.6255094214501087,8.417796984328938,5.917906046161393,1,0.5364583333333334,inactive
2,4,2.868283776734481,221.1695212529974,2.9005102040816317,0.8212480312427439,0.9537512129082188,1,7.797543485673005,0,0.0,3.8041751809017943,8.417796984328938,5.917906046161393,1,0.5989583333333334,inactive
1,4,2.5284265156876624,218.04106756229376,-1.005555555555556,0.7519174377687995,0.9468742559002008,0,8.106267077707905,0,0.03490964004637864,3.552702165427174,8.417796984328938,5.917906046161393,1,0.6614583333333333,active
1,5,2.664277180406213,220.9167317257033,1.9167657550535078,0.8363214560763148,1.0202508454757273,0,7.583491527667758,0,0.0,3.644849634183296,8.417796984328938,5.917906046161393,1,0.5677083333333333,inactive
1,4,3.242623979912116,251.7812691511913,8.444444444444446,0.7459983882288715,1.0098367723107307,0,7.672037323941195,0,0.0,3.895935462936486,8.417796984328938,5.917906046161393,1,0.5989583333333334,inactive
0,2,4.0,268.5674795081175,-2.9948979591836733,0.996554424432263,0.9578745166527145,0,3.0420001416627898,0,0.0,2.005977711423774,0.0,0.0,1,0.0798611111111111,inactive
0,3,5.046511627906977,266.7682828686775,-1.2235434007134358,1.0475814641469443,0.9463468881539667,0,3.13551578460722,0,0.0,2.4766482356116537,0.0,0.0,1,0.1579861111111111,inactive
0,3,4.217391304347826,266.7682828686775,-1.7586206896551722,0.9187345460967854,1.021238662156206,0,3.1383398508318745,0,0.0,2.4766482356116537,0.0,0.0,1,0.1423611111111111,inactive
0,4,5.170212765957447,265.0890326718668,0.04000000000000199,0.9745840903929136,1.0115979217938453,0,3.2318554937763047,0,0.0,2.7068905956085185,0.0,0.0,1,0.22048611111111116,inactive
0,4,3.7746478873239435,247.88999337162193,-2.8302469135802464,1.0101130518645522,1.0440037711722518,0,3.658246978208474,0,0.0,2.905764584655453,0.0,0.0,1,0.2517361111111111,inactive
0,3,4.434782608695652,266.7682828686775,-4.137931034482758,0.9187345460967854,0.9734783580340656,0,3.139835616867801,0,0.0,2.4766482356116537,0.0,0.0,1,0.10243055555555555,inactive
0,4,4.387096774193548,255.70773850809687,-7.164370982552802,0.9671784679552676,0.9891335795574764,0,3.4370289188609173,0,0.0,3.021518740505015,0.0,0.0,1,0.1736111111111111,inactive
0,2,6.288135593220339,267.21873979864733,5.5600000000000005,1.0993355161787366,0.9839929810279867,0,3.6898058199582997,0,-4.444756099163757,2.476072070882566,0.0,0.0,1,0.3836805555555556,inactive
0,4,4.7894736842105265,245.83102634347262,8.149999999999999,1.109501968004063,0.9921171826790236,0,3.8838268101490296,0,0.0,2.823219672335508,0.0,0.0,1,0.3055555555555556,inactive
0,2,4.6,263.4090849558691,-5.9375,0.9009103641456582,0.8845026729839929,0,3.2320303061957927,0,0.0,1.936278124459133,0.0,0.0,1,0.0625,inactive
0,3,4.8,253.64349683787117,-0.8827160493827159,1.0005767509124717,0.9185508849210533,0,3.548259774523708,0,0.0,2.590414359437201,0.0,0.0,1,0.19618055555555555,inactive
0,2,3.257142857142857,249.74288845440216,-4.629757785467128,0.972751575715132,1.0249345227442368,0,3.283605829103869,0,0.0,2.145136370153053,0.0,0.0,0,0.14930555555555555,inactive
0,3,3.7738095238095237,241.92982565855854,-4.393351800554018,1.0093560104171426,0.9892826103311727,0,3.580497730134377,0,0.0,2.679051970960757,0.0,0.0,0,0.19618055555555555,inactive
0,6,5.253731343283582,233.58832079327928,1.7056213017751498,0.9825133372851216,1.0099097257580003,2,4.391197491528017,0,0.0,3.0570144891718396,0.0,0.0,0,0.6423611111111112,inactive
0,4,6.076923076923077,248.21292596732494,-3.2186509732910804,0.9510904407814242,0.999784426628432,2,4.197176501337289,0,-4.474888430473488,3.1211386789859152,0.0,0.0,0,0.7274305555555556,inactive
0,4,5.220338983050848,244.14641695680513,-11.935950413223145,0.797868085792614,0.9342588791562282,2,3.739400987574782,0,0.0,2.742411731781963,0.0,0.0,0,0.4131944444444444,inactive
0,5,5.28125,238.42744820156193,-6.888888888888893,0.8851387900355872,0.9569147217237373,2,4.055630455902697,0,0.0,2.9726352481135554,0.0,0.0,0,0.5399305555555556,inactive
0,4,4.581818181818182,239.97501033372316,-13.696592752839374,0.9043112513144056,0.9455791221505746,1,3.805298901098129,0,0.0,2.999005263620448,0.0,0.0,0,0.3211805555555556,inactive
0,6,5.350364963503649,229.67776494294029,-13.000991735537186,0.7715525299102692,0.8776555735261269,0,5.201996287250081,0,-0.6217307571176622,3.5933864162798623,0.0,0.0,1,1.0607638888888888,inactive
0,6,5.6692307692307695,237.17187892452552,-13.725525097899615,0.7062017777534599,0.8669354876831239,0,5.438899902877791,0,-0.5474914630873775,3.621665666428017,0.0,0.0,2,0.9375000000000001,inactive
0,7,5.266233766233766,229.44049730046547,-17.469387755102034,0.8405134773243292,0.9226600837697907,0,5.921353396918568,0,-1.8583427188725707,3.6155277002442934,0.0,0.0,1,0.9809382086167799,inactive
0,8,6.056737588652482,229.21155483842847,-2.8254847645429333,0.9132332914204451,0.8626057853456106,0,5.630075486050972,0,-1.001961140687397,3.8169274629264143,0.0,0.0,1,1.046875,inactive
6,1,5.080294034492508,276.4162271619315,-5.8984375,1.0995839353415966,0.8845189192766252,5,9.111502808341616,0,0.0,3.706408793592778,4.9839785209472085,0.0,0,0.575609410430839,inactive
7,3,6.4378109452736325,251.9542561852346,-2.3109393579072557,1.0990300022558086,0.9409385005106206,0,6.525995080475422,0,0.0,3.573910388607594,14.76249422596624,4.992404732635669,1,0.6388888888888888,inactive
3,1,4.333333333333333,239.00010055662713,3.466796875,0.7778909416495456,0.8991472371258346,2,9.081017869045404,1,-0.03865162098513841,3.485234684255361,9.374393568622029,17.75371813848418,4,0.5972222222222222,inactive
3,2,5.197328476017001,267.7396426957555,3.0375510204081646,0.9417103899468843,0.9381778892250624,2,8.438586191330815,1,0.0,3.133617121150943,4.9839785209472085,0.0,0,0.7881944444444444,inactive
6,1,5.814222222222223,260.784894592204,3.2382271468144026,1.0249269458956876,0.8520711289023299,2,7.127797272873664,0,0.0,3.585245929569304,4.681802935145185,0.0,0,0.5947066326530612,inactive
7,2,7.415841584158416,239.8730563243324,1.9444444444444442,0.8706872768296459,0.8566981356127611,0,4.526002769355513,0,0.0,3.2342261536090264,19.55703141003806,4.992404732635669,0,0.5972222222222222,inactive
5,1,5.165333333333334,251.7782457022767,4.661414982164091,1.150584207710749,0.9212299978421957,3,7.1892257076461155,0,0.0,3.461882067947359,0.0,0.0,0,0.4896541950113379,inactive
3,4,5.709500805152979,299.74893896579823,-6.756799999999999,0.89722962344708,0.7110383545221627,2,10.823117705904822,0,0.0,3.480666906957835,16.835593968657875,0.0,0,0.9497236394557822,inactive
4,3,5.744927536231884,265.1952520343417,-5.420118343195264,0.9808547034977536,0.9223410629527127,2,5.941051921273139,1,0.0,3.2781011533253412,4.9839785209472085,0.0,0,0.4392361111111111,inactive
6,2,4.577319587628866,245.65367608194828,-0.6000000000000011,1.0770506865397378,0.9553059827065506,4,6.509484155295921,0,0.0,3.8364890424205127,4.9839785209472085,7.04767198267719,0,0.37156320861678005,inactive
8,1,4.399061032863849,230.36016856751178,-5.128942670105134,0.9699789022239131,0.8628496331011882,1,9.150380470610218,0,0.0,3.5909425135142965,9.374393568622029,0.0,2,0.42453231292517,inactive
4,3,5.100271002710026,255.54812119977396,-9.054110301768992,1.0857963715591137,0.9668543501039448,3,8.092212239298442,1,0.0,3.8715020262147073,9.967957041894417,0.0,1,0.5061295351473922,inactive
4,2,9.0,238.32279099987613,2.14285714285714,0.988540624230453,1.0235412947181315,4,10.188172899025856,2,-27.068067358894385,3.3858673024119983,0.0,0.0,0,1.5243055555555558,inactive
4,4,3.868827160493827,234.1294907013897,-9.00277008310249,0.46098435084506595,0.9670565396929665,3,7.609325783605445,0,-4.464442753942028,3.8130539461989414,17.70699149657238,0.0,0,0.5399305555555556,inactive
6,7,2.6097560975609757,191.47816441788154,-3.611985523104113,0.9942323432397261,0.9075893064333769,6,8.515923502863652,0,-0.7578862689060224,3.4321904912170274,4.794537184071822,17.75371813848418,0,1.2934027777777777,active
5,6,2.645985401459854,193.69975013696794,-4.852352873164525,1.113816190307418,0.8930782251444092,6,7.799808993194496,0,0.0,3.5212628855787567,0.0,17.75371813848418,0,1.0434027777777777,active
7,13,3.2,192.89521976053587,-13.526567053134114,0.9081878388825464,0.9729586782877633,9,10.117976314465169,0,0.0,3.489840854491142,4.794537184071822,11.835812092322787,0,1.6527777777777777,inactive
5,8,2.326797385620915,187.5878110544491,-14.07693092541578,0.9806745650522029,0.97228131724465,6,7.6569947620235626,0,0.0,3.309252264874836,4.794537184071822,11.835812092322787,0,0.90625,active
5,9,2.8238805970149254,199.66771579379602,-8.241169410150897,0.8935610773920463,0.9246214118617178,6,9.322340976909485,0,0.0,3.655498192258326,4.794537184071822,11.835812092322787,0,1.3177083333333335,active
5,8,2.7634730538922154,199.5114255024824,-8.245436282644775,0.8909777651764539,0.9246482174946987,6,9.228825333965057,0,0.0,3.5728893416015803,4.794537184071822,11.835812092322787,0,1.2309027777777777,active
5,9,2.8483870967741933,197.97987413604898,-11.39780413684933,0.9881500266115647,0.9536541057556994,6,8.186808802252912,0,0.0,3.5989736857272905,4.794537184071822,11.835812092322787,0,1.0989583333333335,active
5,8,2.7831715210355985,197.7957651077659,-11.430799999999998,0.9875992161943206,0.9538316560993572,6,8.093293159308482,0,0.0,3.510988389541993,4.794537184071822,11.835812092322787,0,1.0121527777777777,active
5,8,2.2815533980582523,187.5878110544491,-16.470870319355175,0.9377985276583587,0.9812839999225665,6,7.517748872790092,0,0.0,3.308829598410529,4.794537184071822,17.75371813848418,0,1.0,active
5,8,2.3322981366459627,190.81218370648827,-11.140541050051844,0.8842721059109017,0.9493365994983322,6,8.523524535449747,0,0.0,3.399822312632582,4.794537184071822,11.835812092322787,0,1.125,active
5,9,2.5944272445820435,188.62121265725727,-9.364311293562759,0.9838846191631339,0.9456386393364422,6,8.835674591385517,0,0.0,3.347135712200895,4.794537184071822,17.75371813848418,1,1.1006944444444444,active
5,8,2.3413897280966767,189.99376709791972,-10.618903524385907,0.8835987427313029,0.9402003197005557,6,8.792526936680138,0,0.0,3.3666294226086033,4.794537184071822,11.835812092322787,0,1.125,active
5,8,2.32996632996633,188.3907177477008,-12.84765625,0.9667536033911782,0.9767508168595112,6,7.42455932811559,0,0.0,3.331034587368427,4.794537184071822,17.75371813848418,0,0.96875,inactive
5,8,2.32996632996633,188.3907177477008,-12.84765625,0.9667536033911782,0.9767508168595112,6,7.42455932811559,0,0.0,3.331034587368427,4.794537184071822,17.75371813848418,0,0.96875,active
8,14,3.2489177489177488,191.29186061817563,-16.184703408479635,0.9458989727493189,0.9351880694419619,10,11.79353108703504,0,0.0,3.4489622224812275,4.794537184071822,23.487385615646367,0,1.8402777777777777,active
0,5,4.438356164383562,235.15812371081682,-0.04434829637641996,1.0556432536809077,0.9296974351799948,0,3.273602746611151,0,0.0,2.861060975078885,0.0,0.0,0,0.39236111111111116,inactive
6,4,4.1173913043478265,223.12854740422125,2.9273351829832204,1.0189374349425193,0.8911993197837731,2,9.231529821247715,0,0.0,3.664334671398981,13.099599919474123,0.0,0,0.9566680839002267,inactive
6,3,4.292712066905615,233.52329126373684,5.066047321817389,0.7507890038892314,0.9011652972413964,2,9.479660804120257,0,0.0,3.6667590201344358,13.099599919474123,0.0,0,0.9566680839002266,inactive
6,2,3.4283481794030317,231.41841110777906,1.909275283937264,0.7075177227325233,0.9463167105904721,1,9.101403550791005,1,0.0,3.790699030682655,4.681802935145185,0.0,1,0.7917020975056689,inactive
